ナンバー,施設名,所在地,緯度,経度
441,にしむら女性クリニック,長岡市新保6-86,37.468151,138.868912
442,西脇耳鼻咽喉科医院,長岡市蓮潟4-2-22,37.467674,138.827560
443,野々村医院,長岡市石内1-1-1,37.460560,138.853806
444,野村こどもクリニック,長岡市三和3-8-14,37.433468,138.837418
445,特別養護老人ホーム花の里かつぼ診療所,長岡市水穴町393番地,37.472038,138.921921
446,福居皮フ科医院,長岡市殿町2-5-1ﾛｲﾔﾙ長岡301,37.445862,138.849411
447,特別養護老人ホーム福住医務・静養室,長岡市福住2丁目1番15号,37.451336,138.857452
448,藤田皮膚科クリニック,長岡市幸町1-8-25,37.438709,138.841690
449,ほんだファミリークリニック,長岡市青葉台3-16-6,37.441910,138.754211
450,槇山けやき苑医務室,長岡市槇山町1593-1,37.481113,138.837326
451,まちだ園医務室,長岡市町田町字湯沢540,37.415749,138.859329
452,丸岡医院,長岡市宮内5-9-3,37.427074,138.842819
453,三上医院,長岡市宮原3-12-30,37.437771,138.845337
454,美園内科クリニック,長岡市美園2-4-1,37.461300,138.869354
455,みぞはた眼科,長岡市千秋2丁目278番地ﾘﾊﾞｰｻｲﾄﾞ千秋2F,37.460854,138.827026
456,メッツ整形外科クリニック,長岡市川崎2-2479-1,37.451672,138.867157
457,やおえだ眼科,長岡市長町2-1649-1,37.455936,138.855545
458,山井医院,長岡市今朝白2-8-8,37.448944,138.858490
459,横山皮膚科,長岡市今朝白1-13-7,37.446815,138.858063
460,わきや医院,長岡市関原南2-4122-1,37.447571,138.774246
461,渡辺医院,長岡市柏町1-4-29,37.443081,138.847061
462,渡辺皮フ科医院,長岡市長町2丁目1番地2,37.456287,138.854935
463,上原医院,長岡市下沼新田甲97,37.599686,138.863998
464,さえき内科,長岡市中之島三並569-6,37.537216,138.874512
465,特別養護老人ホーム中之島医務室,長岡市中之島字古新田2105ｰ6,37.537216,138.874512
466,横田内科消化器科クリニック,長岡市小国町法坂910,37.296833,138.720215
467,長岡市小国診療所,長岡市小国町楢沢88,37.284035,138.735596
468,おごしの里診療所,長岡市小国町楢沢90,37.284035,138.735596
469,長岡市種苧原診療所,長岡市山古志種苧原2676-1,37.355751,138.934280
470,長岡市山古志診療所,長岡市山古志竹沢甲2835,37.324604,138.882782
471,岩塚診療所,長岡市飯塚2800-1,37.385742,138.756989
472,こしじ医院,長岡市浦641-1,37.394890,138.789062
473,こしじの里診療所,長岡市不動沢2219-5,37.365822,138.746552
474,白山診療所,長岡市来迎寺2426,37.399380,138.792206
475,みのわの里更生園診療所,長岡市不動沢126-3,37.365822,138.746552
476,みのわの里療護園診療所,長岡市不動沢126-3,37.365822,138.746552
477,特別養護老人ホームわらび園診療所,長岡市浦3060,37.388649,138.804245
478,横田内科・消化器科医院,長岡市浦9913-1,37.392399,138.802338
479,ほり内科医院,長岡市上岩井6813番地,37.489059,138.775284
480,特別養護老人ホームみしま園,長岡市宮沢580-3,37.513821,138.780670
481,荒井医院,長岡市栃尾表町1-4,37.475746,138.993164
482,いずみ苑医務室,長岡市栃尾泉419-2,37.451412,139.011490
483,特別養護老人ホーム「サンホーム」医務室,長岡市楡原784-13,37.495052,138.992432
484,守門の里診療所,長岡市楡原岩ﾉ原2220,37.495052,138.992432
485,関内科医院,長岡市栄町3-3-12,37.484013,138.994217
486,たかはし内科医院,長岡市栃尾本町6-1,37.475941,138.994812
487,栃尾眼科医院,長岡市滝の下町3-40,37.473473,138.996994
488,風間医院,長岡市与板町江西3-1-20,37.535175,138.816696
489,小林医院,長岡市与板町与板441,37.539772,138.811722
490,木村医院,長岡市小島谷3343,37.560894,138.769135
491,石塚医院,長岡市寺泊片町7753,37.642185,138.765869
492,特別養護老人ホーム桐原の郷医務室,長岡市寺泊下桐3700-1,37.609035,138.803879
493,コロニーにいがた白岩の里診療所,長岡市寺泊藪田6789-4,37.658684,138.785950
494,長岡市国民健康保険寺泊診療所,長岡市寺泊敦ヶ曽根605-1,37.616142,138.826874
495,川口診療所,出雲崎町西川口1240番地1,37.530731,138.709396
496,特別養護老人ホームあおりの里診療所,出雲崎町西川口1173-3,37.530731,138.709396
497,出雲崎町診療所,出雲崎町大字川西140,37.527447,138.707748
498,佐藤医院,見附市大字川西28-8,37.531593,138.912781
499,特別養護老人ホームやすらぎの里,見附市大字川西660-1,37.531593,138.912781
500,いぐち耳鼻咽喉科,見附市柳橋町割前274-6,37.542122,138.900421
501,内島医院,見附市今町1-10-9,37.547516,138.885330
502,特別養護老人ホーム大平園医務室,見附市学校町2-13-31,37.535110,138.920517
503,おがわ眼科クリニック,見附市柳橋町266番地9,37.542301,138.899536
504,お元気でクリニック,見附市学校町2-13-76,37.533772,138.919495
505,貝瀬皮膚科,見附市柳橋町274-25,37.537186,138.899353
506,金井医院,見附市本町1-4-7,37.528290,138.922928
507,杏仁堂医院,見附市本町1丁目2番50号,37.527153,138.924683
508,霜鳥内科医院,見附市新町1-8-3,37.526482,138.920990
509,特別養護老人ホームすずらんの園医務室,見附市田井町1715番地1,37.496307,138.929428
510,田崎医院,見附市本町2丁目9番23号,37.525669,138.924545
511,林俊壱クリニック内科・胃腸科,見附市柳橋町274-23,37.537186,138.899353
512,特別養護老人ホームフローラ医務室,見附市新幸町7番9号,37.540447,138.891663
513,星整形外科医院,見附市柳橋町274番地6,37.537186,138.899353
514,星野医院,見附市本町4-2-37,37.529964,138.925705
515,見附市保健福祉センター,見附市学校町2丁目13番30号,37.535194,138.920517
516,山谷クリニック,見附市本所1丁目12-10,37.534809,138.912048
517,養護老人ホーム龍宮荘医務室,見附市本明町1694,37.519352,138.955536
518,わたなべ皮フ科クリニック,長岡市昭和町2-21-22,37.457443,138.848328
519,水澤眼科,見附市学校町2-13-70,37.533340,138.919617
520,特別養護老人ホームてまり診療所,長岡市平1丁目3番55号,37.471264,139.004623
521,特別養護老人ホーム古志乃里医務室,長岡市緑町20-1,37.449738,138.824158
522,なかの眼科クリニック,長岡市浦651-4,37.394730,138.790695
523,メンタルクリニック長岡,長岡市学校町3丁目11-46,37.444366,138.858536
524,木村医院,長岡市関原町2-244,37.453197,138.774048
525,辻本皮ふ科,長岡市千歳1-3-41,37.436104,138.847031
526,特別養護老人ホーム小国あいあい医務室,長岡市小国町太郎丸1520-1,37.270847,138.712479
527,栃尾みみ・はな・のどクリニック,小千谷市仲子町8-27,37.314442,138.795013
528,生協こどもクリニック,小千谷市沢田1丁目1番20,37.314442,138.795013
529,医療法人坦誠会根元整形外科医院,小千谷市城内2-1-5,37.312664,138.798859
530,藤巻医院,小千谷市真人町甲5-1,37.240639,138.755798
531,小千谷市養護老人ホーム診療所,小千谷市小粟田2732-6,37.343342,138.799881
532,特別養護老人ホーム小粟田の里診療所,小千谷市小粟田2732-7,37.343342,138.799881
533,新潟県厚生農業協同組合連合会小千谷総合病院岩沢診療所,小千谷市岩沢1003,37.227028,138.798874
534,池田内科医院,小千谷市城内2-6-5,37.313702,138.796066
535,大矢医院,小千谷市薭生乙933-7,37.314442,138.795013
536,中村内科消化器科医院,小千谷市本町2-2-23,37.309418,138.796967
537,医療法人社団慶友会キタムラ北村医院,小千谷市城内1-8-23,37.311234,138.796524
538,小林整形外科医院,小千谷市若葉3-97-1,37.303486,138.780731
539,片貝医院,小千谷市片貝町5035-15,37.367321,138.777206
540,さわなか医院,小千谷市城内3-3-13,37.313644,138.789490
541,安藤眼科,小千谷市本町1-4-17,37.310738,138.800522
542,山下メンタルクリニック,小千谷市平沢1丁目5-26,37.317459,138.794083
543,特別養護老人ホームおぢやさくら診療所,小千谷市小粟田2732番地14,37.343342,138.799881
544,ときみずの家診療所,小千谷市時水182-1,37.301304,138.763260
545,山本医院,小千谷市桜町5147-9,37.313183,138.780212
546,特別養護老人ホーム片貝さくら診療所,小千谷市片貝町4708番地1,37.370346,138.779053
547,公益財団法人新潟県保健衛生センター中越メジカルセンター,小千谷市城内2丁目6番5号,37.313702,138.796066
548,千谷島の家診療所,長岡市大字千谷川302,37.340771,138.704269
549,つつじガーデン小千谷医務室,見附市四ﾂ子509-1,37.531593,138.912781
550,戸内整形外科クリニック,小千谷市荻野1-7-38,37.314442,138.795013
551,アットホーム今町医務室,見附市今町5-41-37,37.553593,138.891556
552,モス・コーラ診療所,長岡市大字桜町3146-2,37.446533,138.851486
553,公益財団法人新潟県保健衛生センター県央メジカルセンター,長岡市本所1-2-64,37.465828,139.064346
554,みやざわ苑診療所,長岡市栃尾宮沢1778,37.457211,139.000336
555,おのづかこどもクリニック,長岡市喜多町1147-3,37.448753,138.811020
556,特別養護老人ホームわしま医務室,長岡市小島谷3399,37.560894,138.769135
557,ながおか医療生協協同組合あたごこどもクリニック,長岡市琴平1-2-1,37.459034,138.863312
558,特別養護老人ホームサクラーレ福住医務室,長岡市福住2-1-7,37.450649,138.857193
559,喜多町むらやまクリニック,長岡市喜多町1144-1,37.451694,138.806824
560,特別養護老人ホームアカシアの丘黒条医務室,見附市黒津町字東田367,37.531593,138.912781
561,栃尾郷クリニック,小千谷市金町2丁目5番22号,37.314442,138.795013
562,石川医院,長岡市今町6丁目3番45号,37.424171,138.827301
563,かつみ医院,長岡市東栄一丁目6番6号,37.457855,138.863235
564,すずき脳神経クリニック,長岡市喜多町3043,37.453091,138.806717
565,キャッツこどもクリニック,長岡市美沢3丁目493番地1,37.443146,138.869400
566,髙須メンタルクリニック,長岡市大手通1-4-3 ﾄﾞﾙﾐｰ駅前ﾋﾞﾙ7F,37.446819,138.851379
567,ながおか心のクリニック,長岡市千歳1-3-42,37.436253,138.847137
568,特別養護老人ホームアカシアの丘黒条医務室２,見附市黒津町字東田367,37.531593,138.912781
569,特別養護老人ホームはるか医務室,長岡市花園南2丁目337番地,37.430340,138.865372
570,特別養護老人ホームケアガーデン新幸医務室,長岡市新光町7番18号,37.489208,138.996094
571,大手大橋眼科クリニック,長岡市緑町1丁目216-1,37.452007,138.822296
572,長岡寺島眼科クリニック,長岡市寺島町730番地,37.459866,138.823898
573,菜の花メンタルクリニック,長岡市高見町3020-2,37.511967,138.861237
574,江陽高田医院,長岡市藤沢1丁目8-17,37.476074,138.839462
575,特別養護老人ホーム あおいの里・長岡医務室,小千谷市稲保南3丁目820番地6,37.305401,138.794693
576,ふくはら内科クリニック,長岡市美沢二丁目57-8,37.440205,138.864990
577,小千谷市健康・こどもプラザ,長岡市城内4丁目1番38号,37.445873,138.851746
578,はしもと眼科クリニック,長岡市荻野1-7-13,37.472610,138.835342
579,おくむら耳鼻科クリニック,長岡市花園南1丁目64番地,37.428959,138.862778
580,黒条内科・消化器クリニック,長岡市下々条町2836-1,37.493710,138.861725
581,あさひおか内科・内視鏡クリニック,長岡市旭岡1丁目29-2,37.422428,138.858337
582,エールホームクリニック,長岡市下柳1丁目10番13号,37.471180,138.833664
583,田村クリニック,長岡市新保1丁目20番9号,37.462749,138.866089
584,みつまクリニック,長岡市表町4丁目1番地7,37.451588,138.848450
585,長岡こころの発達クリニック,小千谷市旭岡1丁目29番地3,37.305206,138.812668
586,さの整形外科クリニック,長岡市左近3丁目62-1,37.431099,138.838531
587,特別養護老人ホーム雪あかり医務室,長岡市元町10番1号,37.446533,138.851486
588,おやなぎアレルギークリニック,長岡市左近3-61-2,37.431099,138.838531
589,耳鼻咽喉科斎藤医院,小千谷市山田3丁目1番3号,37.328758,138.767792
590,旭岡アイクリニック,見附市旭岡2丁目270,37.531593,138.912781
591,加藤耳鼻咽喉科クリニック,見附市平成1丁目2番7号,37.531593,138.912781
592,見附メンタルクリニック,小千谷市新町3丁目8番8-1号,37.314442,138.795013
593,見附たなはしクリニック,長岡市新町3丁目8番7-1号,37.465591,138.858978
594,にたはらこどもクリニック,長岡市桜町4962-1,37.446533,138.851486
595,保川内科医院,長岡市摂田屋町763番地1,37.412300,138.846863
596,エールホームクリニック長岡,長岡市坂之上町2丁目3番地20号 米百俵ﾌﾟﾚｲｽ北館1階,37.448910,138.849945
597,すとく・おれんじクリニック,小千谷市坂之上町2丁目3番地20号 米百俵ﾌﾟﾚｲｽ北館1階,37.314442,138.795013
598,湘南美容クリニック長岡院,小千谷市城内町1丁目611-1 CoCoLo長岡M2階,37.312099,138.796677
599,ひがし小千谷耳鼻咽喉科,長岡市旭町5-2,37.442394,138.851334
600,特別養護老人ホーム春風堂,長岡市大字山谷1635番地100,37.479927,139.071350
601,たくぼ整形外科クリニック,長岡市緑町1丁目132-2,37.450565,138.824371
602,喜多町診療所,長岡市喜多町1070番地1,37.451694,138.806824
603,八幡産科婦人科医院,見附市稲保南3丁目766-27,37.531593,138.912781
604,アグリホームクリニック ながおか,見附市長岡市新組町2211番15 ﾒｿﾞﾝﾄﾞﾊｰﾓﾆｰ1階,37.531593,138.912781
605,みつけこどもクリニック,長岡市新町3丁目8番5-1号,37.465591,138.858978
606,たかはしこどもクリニック,長岡市市野坪町337番地4,37.446533,138.851486
607,あおばクリニック長岡院,長岡市城内町2丁目6番地1 高野不動産ﾋﾞﾙ6階,37.448887,138.852859
608,ひぐち整形外科クリニック,長岡市川崎町779-1,37.455200,138.875671
609,きしクリニック,長岡市笹崎1-2-3,37.424732,138.846329
610,曲新町小林眼科医院,魚沼市曲新町687-3,37.236431,138.963776
611,吉田内科クリニック,魚沼市曲新町592-5,37.236431,138.963776
612,六花園診療所,魚沼市堀之内2197-1,37.229683,138.926697
613,庭山医院,魚沼市四日町101-2,37.235622,138.956177
614,魚沼市南山荘医務室,魚沼市下折立561,37.207275,139.060150
615,廣川医院,魚沼市小出島1209-79,37.229595,138.963776
616,美雪園診療所,魚沼市和田413-1,37.280460,138.978699
617,やいろの里診療所,魚沼市岡新田300-3,37.183731,138.937851
618,宮医院,魚沼市井口新田439-1,37.232445,138.965057
619,魚沼市国民健康保険守門診療所,魚沼市須原1237-1,37.317806,139.017715
620,かねもと外科内科医院,魚沼市井口新田945-1,37.229084,138.970276
621,寿和ホーム診療所,魚沼市大栃山628-1,37.355663,139.068451
622,うかじ園診療所,魚沼市徳田112-1,37.256439,138.908859
623,(社)新潟県労働衛生医学協会附属小出検査ｾﾝﾀｰ,魚沼市小出島1240-13,37.229778,138.966385
624,あぶるま苑診療所,魚沼市須原1293番地,37.335449,139.011948
625,医療法人社団緑と清流の医療研究会星内科医院,魚沼市小出島81-1,37.230892,138.965286
626,たちばな皮ふ科クリニック,魚沼市古新田179-1,37.220528,138.964951
627,魚沼市国民健康保険入広瀬診療所,魚沼市大栃山635番地1,37.349529,139.067780
628,特別養護老人ホームうおの園診療所,魚沼市原虫野438-4,37.209835,138.965546
629,魚沼学園医務室,魚沼市十日町1403-1,37.185978,138.944748
630,新潟県魚沼保健所,魚沼市大塚新田116-3,37.235085,138.964630
631,うおぬま眼科,魚沼市日渡新田字ﾋﾜﾀﾘ84番地の1,37.238075,138.959061
632,堀之内駅前小玉医院,魚沼市堀之内3870-1,37.238747,138.928223
633,医療法人社団上村医院,魚沼市諏訪町1-12,37.232708,138.960037
634,魚沼市国民健康保険堀之内医療センター,魚沼市堀之内4315,37.245281,138.926132
635,医療法人俊榮会ふくじゅクリニック,魚沼市田尻164-2,37.261505,138.972748
636,ふれあいの郷ひめさゆり診療所,魚沼市穴沢25番地,37.361961,139.066254
637,魚沼こどもクリニック,湯沢町井口新田321番地1,36.933987,138.817474
638,骨とスポーツのクリニック,湯沢町中原字大塚80-1,36.933987,138.817474
639,角谷整形外科医院,湯沢町大字神立251-7,36.935127,138.816223
640,湯沢町保健センター,南魚沼市大字湯沢2877-1,37.187653,138.978821
641,特別養護老人ホームゆのさと園医務室,南魚沼市大字神立1647-275,37.065556,138.876114
642,南魚沼市立中之島診療所,南魚沼市仙石1-25,37.006424,138.841476
643,あんべクリニック,南魚沼市塩沢1055-16,37.042309,138.853973
644,特別養護老人ホームまいこ園,南魚沼市仙石1-18,37.006424,138.841476
645,障害者支援施設まきはたの里医務室,南魚沼市滝谷992-1,36.988094,138.887344
646,藤島眼科医院,南魚沼市六日町1881,37.061928,138.878220
647,萌気園二日町診療所,南魚沼市二日町212-1,37.090679,138.901398
648,マイトーラ医務室,南魚沼市欠之上538-1,37.088104,138.865829
649,南魚沼市養護老人ホーム魚沼荘,南魚沼市長森1008,37.098320,138.928787
650,特別養護老人ホームみなみ園,南魚沼市六日町712-4,37.055527,138.864273
651,特別養護老人ホームこころの杜医務室,南魚沼市六日町1148-1,37.069580,138.879044
652,南魚沼保健所,南魚沼市六日町620-2,37.057720,138.868668
653,魚沼地域特別養護老人ホーム八色園医務室,南魚沼市浦佐4059-1,37.167477,138.922089
654,特別養護老人ホーム坂戸楽生園医務室,南魚沼市坂戸7-3,37.060883,138.882401
655,特別養護老人ホーム雪椿の里診療所,南魚沼市穴地14番地1,37.136024,138.961426
656,萌気園浦佐診療所,南魚沼市浦佐5363-1,37.167477,138.922089
657,特別養護老人ホーム百花園医務室,南魚沼市関852番地,36.985386,138.808441
658,医療法人社団やすかわ整形外科,南魚沼市六日町101-8,37.067184,138.877151
659,米倉医院,南魚沼市六日町101-8,37.067184,138.877151
660,公益社団法人地域医療振興協会今泉記念館ゆきあかり診療所,南魚沼市下一日市855番地,37.003124,138.818863
661,萌気園あやめ診療所,南魚沼市浦佐330-7,37.169170,138.921234
662,六日町こどもクリニック,南魚沼市余川3362番地1,37.077278,138.871658
663,六日町アイクリニック,南魚沼市余川坂ﾉ上3190-1,37.077278,138.871658
664,塩沢保健センター,南魚沼市塩沢1370-1,37.039928,138.847153
665,うらさ耳鼻科クリニック,南魚沼市浦佐1534番地3,37.167477,138.922089
666,ひとみレディースクリニック,南魚沼市余川3360-2,37.077278,138.871658
667,医療法人俊榮会ほうじゅクリニック,南魚沼市塩沢207-2,37.040710,138.853546
668,ゆきぐに大和診療所,南魚沼市浦佐4115番地,37.171974,138.936798
669,南魚沼市民病院附属石打丸山スキー診療所,十日町市石打1782番地2,37.127499,138.755569
670,どんぐりこどもファミリークリニック,十日町市泉字大道下甲401番2,37.132706,138.756409
671,十日町市巡回診療所,十日町市千歳町3-3,37.127480,138.755569
672,池田医院,十日町市本町西1丁目314番地1,37.128967,138.759125
673,養護老人ホーム妻有荘診療所,十日町市新宮乙195-3,37.095108,138.721283
674,新潟県十日町保健所,十日町市高山857,37.128479,138.745636
675,新潟県厚生農業協同組合連合会小千谷総合病院十日町診療所,十日町市泉町29,37.133896,138.756668
676,医療法人社団山口医院,十日町市袋町中208,37.130318,138.758774
677,医療法人社団山口医院,十日町市下条3-509,37.196285,138.777969
678,大坪医院,十日町市四日町1743-10,37.146381,138.765884
679,特別養護老人ホーム三好園診療所,十日町市下条3-485-1,37.196285,138.777969
680,田中外科医院,十日町市田中町本通り272-3,37.135277,138.762360
681,たかき医院,十日町市馬場丙1550-1,37.094353,138.725433
682,本町クリニック,十日町市本町3丁目362番ﾌﾟﾗｻﾞｺｱﾋﾞﾙ,37.132828,138.760803
683,医療法人社団大渕内科クリニック,十日町市中条甲1096-2,37.164242,138.772095
684,せき整形外科,十日町市四日町1318-24,37.148170,138.761154
685,庭野医院,十日町市寿町4-3-5,37.129368,138.754333
686,一般社団法人新潟県労働衛生医学協会附属十日町検診センター,十日町市春日113番地,37.131962,138.750366
687,特別養護老人ホーム三好園しんざ診療所,十日町市新座甲609番地2,37.143269,138.768326
688,十日町市国民健康保険川西診療所,十日町市高原田201-4,37.169209,138.738922
689,特別養護老人ホームあかね園診療所,十日町市高原田278-1,37.170624,138.740707
690,江口医院,十日町市山野田376-4,37.157642,138.739380
691,富田医院,十日町市上新井1145-2,37.158752,138.738815
692,特別養護老人ホーム七川荘診療所,十日町市上山己2739,37.052670,138.699799
693,特別養護老人ホームほくほくの里医務室,十日町市太平664-4,37.139751,138.625824
694,十日町市国民健康保険松之山診療所,津南町松之山1596-1,37.014168,138.652496
695,特別養護老人ホーム不老閣医務室,津南町松之山1028-8,37.014168,138.652496
696,津南町保健センター,津南町大字下船渡丁2792,37.026825,138.672546
697,特別養護老人ホーム恵福園診療所,津南町大字下船渡丁2682-3,37.026825,138.672546
698,古藤医院,十日町市大字外丸丁2249,37.127499,138.755569
699,石川医院,津南町大字上郷宮野原8-1,36.959049,138.594101
700,あさだ皮フ科,十日町市稲荷町3丁目5-9,37.136932,138.758240
701,ケアホーム恵福園なかつ医務室,十日町市大字中深見甲5540,37.165592,138.731796
702,おおふち眼科,津南町稲荷町三丁目南7番地25,37.014168,138.652496
703,特別養護老人ホームよしだ診療所,十日町市南鐙坂446-1,37.126297,138.720871
704,恵福園ほくぶ医務室,十日町市大字下船渡8119,37.183254,138.784470
705,特別養護老人ホームまほろばの里川治医務室,十日町市川治4525番地,37.106316,138.764954
706,特別養護老人ホーム桜湯の里医務室,津南町田中字会所前ﾛ475番地1,37.014168,138.652496
707,特別養護老人ホーム桜湯の里２号館レインボー医務室,十日町市田中字会所前ﾛ475番地1,37.055630,138.696136
708,特別養護老人ホームかりんの里医務室,津南町大字芦ヶ崎乙329番地1,37.002380,138.640564
709,社会福祉法人清津福祉会上村診療所,十日町市田中ﾛ468番地1,37.055630,138.696136
710,特別養護老人ホームみさと苑医務室,十日町市大字芦ヶ崎乙317番地1,37.127499,138.755569
711,メディカルフォレスト十日町中央クリニック,十日町市稲荷町3丁目南1番9,37.135109,138.754593
712,新潟県厚生農業協同組合連合会メンタルケア中条,十日町市中条己2935番地19,37.178173,138.777161
713,十日町市休日一次救急診療センター,十日町市高田町3丁目南442番地,37.131542,138.752960
714,特別養護老人ホームなの花医務室,十日町市中条己2958番地,37.177265,138.775146
715,村岡整形外科クリニック,十日町市高田町3丁目西108-1,37.133640,138.751938
716,ほり内科クリニック,柏崎市山本町1丁目801-2,37.394958,138.590759
717,新潟県立まつだい診療センター,柏崎市松代3592番地2,37.390320,138.568573
718,佐藤医院,柏崎市大字土合663-1,37.393642,138.600433
719,宮尾こどもファミリークリニック,柏崎市東本町1-4-29,37.370426,138.554352
720,産科婦人科山田医院,柏崎市駅前2-1-27,37.366169,138.552887
721,高木医院,柏崎市西本町2-8-17,37.366848,138.547867
722,㈱リケン柏崎事業所診療所,柏崎市北斗町1-37,37.376015,138.571564
723,柏崎市国民健康保険北条診療所,柏崎市大字大広田93,37.352875,138.679443
724,養護老人ホームあぜやの丘診療所,柏崎市大字上田尻3960-1,37.349213,138.598587
725,五十川医院,柏崎市関町12-5,37.360168,138.555237
726,東京電力ホールディングス㈱柏崎刈羽原子力発電所診療所,柏崎市青山町16-46,37.422157,138.593353
727,社会福祉法人柏崎刈羽福祉事業協会かしわ荘診療所,柏崎市大字畔屋194-1,37.368889,138.615311
728,柏崎市刈羽郡医師会柏崎メジカルセンター,柏崎市栄町18-3,37.374725,138.554871
729,川田胃腸クリニック,柏崎市東本町1-12-8,37.370396,138.555618
730,内山整形外科医院,柏崎市駅前1-4-33,37.365078,138.555145
731,特別養護老人ホームむつみ荘内診療所,柏崎市大字畔屋392-1,37.368546,138.620621
732,まるやま内科クリニック,柏崎市北半田1-1-48,37.364162,138.572205
733,おぎた小児科医院,柏崎市西本町1-4-34,37.370026,138.553253
734,村井こどもクリニック,柏崎市北半田2-14-8,37.364056,138.577194
735,本田医院,柏崎市比角1-2-3,37.372585,138.565643
736,むなかた眼科医院,柏崎市東本町1-8-36,37.368279,138.556396
737,かさき眼科,柏崎市中央町3-32,37.370575,138.559402
738,特別養護老人ホームにしかりの里診療所,柏崎市西山町長嶺1726-1,37.458538,138.647385
739,特別養護老人ホームいこいの里診療所,柏崎市大字佐水3140,37.293526,138.576233
740,柏崎市国民健康保険野田診療所,柏崎市大字野田922-6,37.270035,138.565231
741,たむら脳外科クリニック,柏崎市柳田町7-31,37.381840,138.579437
742,北村医院,柏崎市中央町4-17,37.371220,138.559357
743,特別養護老人ホーム柏柳の里診療所,柏崎市高柳町岡野町2254,37.225124,138.636169
744,扇町皮膚科医院,柏崎市扇町3-84,37.367485,138.571121
745,厚生労働省第二共済組合新潟病院所属所,柏崎市赤坂町3-52,37.357986,138.535690
746,柏崎市健康管理センター,柏崎市栄町18ｰ3,37.374725,138.554871
747,平松医院,柏崎市大字石曽根3068-1,37.265587,138.618729
748,医療法人社団のざわ内科医院,柏崎市中央町11-33,37.374123,138.559952
749,特別養護老人ホームしおかぜ荘診療所,柏崎市北園町21-19,37.381748,138.560928
750,横田整形外科医院,柏崎市穂波町2-8,37.359909,138.556992
751,柏崎保健所,柏崎市鏡町11-9,37.368374,138.559204
752,こんどう医院,柏崎市長浜町3-15,37.372654,138.574814
753,杉本医院,柏崎市田中24-11,37.358459,138.567474
754,石井整形外科,柏崎市東長浜町3-13,37.368820,138.578110
755,中沢消化器科内科医院,柏崎市北半田2-7-18,37.362156,138.575424
756,駅前クリニック前畑医院,柏崎市駅前2-2-3,37.366306,138.554626
757,さとう内科クリニック,柏崎市三和町3-43,37.365829,138.577225
758,特別養護老人ホームなごみ荘診療所,柏崎市原町4-23,37.389896,138.586853
759,医療法人社団恩田クリニック,柏崎市東本町1-8-54,37.367912,138.554413
760,前畑医院米山分院,柏崎市米山町1313-10,37.310776,138.434784
761,柏崎市谷根診療所,柏崎市大字谷根3256-1,37.302406,138.512756
762,高橋医院,柏崎市春日1丁目6-23-5,37.379772,138.568497
763,医療社団法人 木村内科循環器科医院,柏崎市松美1-1-35,37.373451,138.574646
764,稲田医院,柏崎市春日1丁目6-23-10,37.379593,138.569107
765,特別養護老人ホームくじらなみ診療所,柏崎市鯨波2-4-3,37.355576,138.517990
766,たんねの里診療所,柏崎市大字谷根3190-1 特別養護老人ﾎｰﾑたんねの里,37.302406,138.512756
767,柏崎市国民健康保険高柳診療所,柏崎市高柳町岡野町1849-1,37.225124,138.636169
768,特別養護老人ホームはやまの里診療所,柏崎市西山町大崎1593-1,37.494556,138.654541
769,ペペ・メメール診療所,柏崎市鏡町2-14,37.366463,138.559540
770,あらき眼科,刈羽村扇町1-7,37.421906,138.622498
771,センター前ヒフ科,柏崎市茨目1-3-17,37.362938,138.578629
772,刈羽診療所かりわ消化器内科クリニック,柏崎市大字刈羽3968,37.364952,138.557999
773,医療法人社団公寿会西山ふれあいクリニック,柏崎市西山町池浦字縄手下877,37.460697,138.670258
774,樋口内科医院扇町,上越市扇町2-3,37.147865,138.236099
775,つよしクリニック,上越市扇町1-11,37.147865,138.236099
776,陸上自衛隊高田駐屯地医務室,上越市南城町3-7-1,37.103786,138.257217
777,厚生労働省第二共済組合さいがた医療センター所属所,上越市大潟区犀潟468-1,37.209610,138.308411
778,いなほ園診療所,上越市大字上真砂219,37.142143,138.304733
779,特別養護老人ホームほくら園診療所,上越市大島区大平5131,37.151981,138.510513
780,新潟県上越保健所,上越市春日山町3-8-34,37.140739,138.234924
781,救護施設名立園,上越市名立区赤野俣926-2,37.147915,138.092102
782,上越市軽費老人ホーム千寿園,上越市寺町3-6-37,37.116390,138.241058
783,かなやの里療護園,上越市大字下馬場576-78,37.072529,138.227646
784,上越休日・夜間診療所,上越市新光町1-8-11,37.150379,138.236725
785,羽尾内科医院,上越市三和区下中677-1,37.126804,138.336472
786,吉岡耳鼻咽喉科医院,上越市幸町13-14,37.122948,138.246109
787,特別養護老人ホームよねやまの里医務室,上越市柿崎区柿崎6414-1,37.278362,138.394821
788,渡辺内科医院,上越市幸町14-9,37.123989,138.246185
789,望月医院,上越市中郷区藤沢1064,36.986904,138.229065
790,古川内科医院,上越市春日新田1-22-15,37.170372,138.254578
791,古澤医院,上越市安江1-2-33,37.173691,138.262283
792,五十嵐医院,上越市大字青野239,37.165459,138.343689
793,中ノ俣診療所,妙高市大字中ﾉ俣528-1,37.022537,138.255173
794,山岸医院,上越市北城町1-6-3,37.117527,138.260300
795,特別養護老人ホームみなかみの里「医務療護室」,上越市大字上新保549,37.099285,138.287323
796,斉藤医院,上越市新保古新田548-1,37.109924,138.290619
