ナンバー,施設名,所在地,緯度,経度
797,笹川医院,上越市港町1-27-16,37.179371,138.251053
798,佐藤医院,上越市春日新田2-8-10,37.172451,138.259201
799,渡辺医院,妙高市大潟区渋柿浜271-3,36.965935,138.283630
800,さいとう眼科医院,上越市大町4-4-3,37.114731,138.246033
801,愛クリニック,上越市美守1-12-9,37.147865,138.236099
802,塚田こども医院,上越市栄町2-2-25,37.163631,138.242035
803,特別養護老人ホームさくら聖母の園医務室,上越市西城町2-3-20,37.111324,138.249893
804,上越教育大学保健管理センター,上越市山屋敷町1,37.134945,138.226440
805,医療法人社団平田医院,上越市中央1-20-8,37.174351,138.245544
806,医療法人社団小山医院,上越市大潟区四ﾂ屋浜686,37.231052,138.329956
807,上越地域総合健康管理センター,上越市春日野1-2-33,37.149803,138.233521
808,こやなぎ第二医院,上越市戸野目324-1,37.122105,138.279572
809,横山医院,上越市南高田町4-3,37.097580,138.247299
810,杉田医院,上越市大潟区潟町251,37.234596,138.334320
811,安田耳鼻咽喉科医院,上越市大手町6-6,37.108883,138.247894
812,特別養護老人ホーム新光園医務室,上越市新光町3-10-31,37.158096,138.240524
813,畠山医院,上越市大和2-8-11,37.084148,138.249954
814,真保医院,上越市柿崎区柿崎1695-1,37.275738,138.394760
815,浦川原診療所,上越市浦川原区有島75,37.151726,138.427826
816,くろきクリニック,上越市東城町3-10-38,37.108242,138.260651
817,ニュータウンクリニック塚田医院,上越市春日野1-14-10,37.151394,138.228180
818,藤林内科医院,上越市西城町3-13-16,37.110603,138.247131
819,小児科はやしクリニック,上越市春日野1-14-22,37.151566,138.228775
820,羽尾医院,上越市稲田3-6-20,37.121223,138.268921
821,早津内科医院,妙高市春日野1-5-13,37.025269,138.253342
822,めぐみ皮膚科,上越市春日野2-4-55,37.153858,138.229248
823,太田眼科,上越市朝日町1-2-8,37.078163,138.220245
824,吉岡内科クリニック,上越市高土町1-10-35,37.123646,138.252701
825,特別養護老人ホーム 沖見の里診療室,妙高市牧区大月252,37.025269,138.253342
826,さいはま園 兼しおさいの里診察室,妙高市大潟区犀潟410-2,36.965935,138.283630
827,揚石医院内科 小児科循環器科,上越市石塚町1-14-8,37.158569,138.236816
828,特別養護老人ホーム名香山苑「医務看護室」,上越市大字関川733-20,37.147865,138.236099
829,上越五智 養護老人ホーム診療所,上越市五智6-6-11,37.167931,138.217484
830,神田耳鼻咽喉科,上越市東雲町2-11-34,37.168118,138.239548
831,栗原医院,上越市大手町1-22,37.109097,138.246414
832,やちほ内科クリニック,上越市下荒浜848-1,37.196281,138.280060
833,駅南クリニック 富樫医院,上越市東雲町2-6-26,37.167175,138.242538
834,大学前クリニック 笹川医院,上越市大学前203,37.134136,138.230988
835,保倉診療所,上越市大島区大平3644,37.151981,138.510513
836,相澤内科医院,上越市昭和町1-3-26,37.117447,138.234955
837,大島クリニック,上越市鴨島1100,37.111488,138.275299
838,城北レディースクリニック,妙高市栄町5-16,37.025471,138.253418
839,たかの整形外科クリニック,上越市木田新田2-3-7,37.138744,138.236786
840,新井ふれあい会館,上越市上町9-1,37.165314,138.288315
841,心療内科クリニック ふわの医院,上越市北城町3-5-8,37.118572,138.253418
842,三和愛宕の園医務室,上越市三和区井ﾉ口1718-4,37.124866,138.351135
843,大野内科医院,上越市鴨島1073,37.110580,138.274261
844,上越保健センター,上越市新光町1-8-11,37.150379,138.236725
845,高井脳外科クリニック,上越市大豆2-9-18,37.152260,138.223129
846,山崎内科消化器科医院,上越市鴨島1-1-11,37.113422,138.271439
847,あすかクリニック 高木医院,上越市東雲町2-1-31,37.170349,138.245163
848,田中眼科,上越市春日山町3-18-11,37.146938,138.229446
849,特別養護老人ホームほほ笑よしかわの里,上越市吉川区原之町1819-1,37.228287,138.393845
850,植木医院,上越市本町1-4-8,37.103828,138.243515
851,高野内科循環器科クリニック,上越市頸城区上吉字横江437-71,37.183002,138.286575
852,服部外科医院,上越市本町1-5-3,37.102421,138.243301
853,上田レディースクリニック,上越市大豆1-11-11,37.150101,138.226059
854,高橋医院,上越市大貫1丁目15番26号,37.101707,138.233856
855,ないとう内科クリニック,上越市昭和町2-17-12,37.122135,138.236481
856,むらやまクリニック,上越市木田1-910-2,37.144768,138.237518
857,耳鼻咽喉科おきた医院,上越市大町4-4-12,37.113537,138.245880
858,ふじわら耳鼻科,妙高市春日野1-6-29,37.025269,138.253342
859,医療法人社団 内山医院,上越市吉川区下町1161-1,37.222401,138.408310
860,はやつクリニック内科呼吸器科,上越市朝日町1-10-3,37.078163,138.220245
861,名立診療所 ひらはら内科クリニック,上越市名立区名立大町196,37.144787,138.080353
862,安塚診療所,上越市安塚区安塚2555-1,37.137478,138.448990
863,大島診療所,上越市大島区棚岡1540-1,37.119576,138.506027
864,上越市国民健康保険 牧診療所,上越市牧区柳島437,37.078068,138.384338
865,上越市国民健康保険 くろかわ診療所,上越市柿崎区芋島新田184,37.240486,138.449448
866,上越市国民健康保険 吉川診療所,上越市吉川区原之町1819,37.228287,138.393845
867,上越市国民健康保険 清里診療所,上越市清里区岡嶺新田72,37.076611,138.328781
868,みながわ皮ふ科,上越市大和2-15-18,37.086586,138.252518
869,おおしま眼科,上越市東雲町2-6-22,37.166935,138.241959
870,川端内科消化器科医院,上越市春日新田1-20-13,37.170311,138.255676
871,さいとう診療所,上越市板倉区針941,37.053089,138.297989
872,まなべ整形外科クリニック,上越市高土町2-12-5,37.124710,138.257904
873,特別養護老人ホーム 悠久の里医務室,上越市とよば186番地,37.147865,138.236099
874,豊田医院,上越市石橋2-5-1,37.162590,138.237381
875,はまだ皮ふ科,上越市木田新田2-2-7,37.139252,138.236740
876,高田駅前クリニック 丸山内科医院,妙高市仲町4-2-23,37.025269,138.253342
877,特別養護老人ホーム太陽と緑の家 今泉医務室,上越市大字今泉字西蓮連1310-8,37.075615,138.245850
878,上越地域総合健康管理センター妙高健診室,上越市栗原4-7-11(新井ｼｮｯﾋﾟﾝｸﾞｾﾝﾀｰ内),37.147865,138.236099
879,小児科すこやかアレルギークリニック,上越市大字藤野新田1300,37.154011,138.247925
880,特別養護老人ホーム「上吉野愛宕の園」医務室,妙高市上吉野1912-1,37.062515,138.264481
881,いがらし整形外科,上越市大貫4丁目6番8号,37.114788,138.232956
882,特別養護老人ホーム ブナの里医務室,上越市大字西田屋新田247,37.063122,138.254822
883,いたくら桜園,上越市板倉区曽根田101-7,37.045925,138.306656
884,すぎたに整形外科クリニック,上越市とよば79番地,37.147865,138.236099
885,三折堂いがらし医院,上越市三和区錦288-1,37.139637,138.342773
886,特別養護老人ホーム「直江津愛宕の園」医務室,上越市五智2丁目1番地3号,37.171669,138.233505
887,和久楽診療所,上越市五智4-7-21,37.170902,138.225647
888,きたしろクリニック内科 さとう医院,上越市北城町4-6-8,37.119579,138.257004
889,石田眼科医院,上越市本町2-2-31,37.108551,138.244263
890,保倉の里診療所,上越市浦川原区顕聖寺730-1,37.159370,138.421890
891,在宅緩和ケアクリニックきずな,上越市下門前1745番地,37.155373,138.255066
892,ふもとクリニック,上越市中央1-23-26,37.174160,138.246140
893,おひさま耳鼻咽喉科,上越市大字飯2538-2,37.126102,138.233002
894,特別養護老人ホームあいれふ安塚医務室,上越市安塚区安塚2209番地3,37.137478,138.448990
895,かわさき脳外科,上越市昭和町2丁目29-32,37.124153,138.238159
896,武内心療内科大潟ｸﾘﾆｯｸ,妙高市大潟区犀潟789,36.965935,138.283630
897,中村皮ふ科クリニック,上越市北城町2-3-24,37.116520,138.255844
898,妙高診療所,上越市葎生524-1,37.147865,138.236099
899,あおぞら皮ふ科クリニック,上越市大字飯2519,37.126102,138.233002
900,小林医院,上越市住吉町1-12,37.176498,138.244736
901,かなざわ内科クリニック,妙高市春日野1-14-11,37.025269,138.253342
902,藤原医院,上越市西本町2-1-21,37.169640,138.238342
903,特別養護老人ホームあいれふ妙高医務室,上越市大字除戸243番地,37.147865,138.236099
904,小規模特別養護老人ホーム「大潟愛宕の園」,上越市大潟区土底浜978番地1,37.225246,138.327942
905,かみむら小児科,上越市下門前1857番地,37.155373,138.255066
906,医療法人高田西城会こころのクリニック・上越妙高診療所,上越市大和2-4-7,37.083061,138.250183
907,上越北陸アイクリニック,妙高市今泉1310番地4,36.959888,138.246155
908,特別養護老人ホームサンクスレルヒの森診療所,上越市大貫2-16-23,37.106537,138.231552
909,特別養護老人ホームわかつき妙高医務室,上越市大字志976番地,37.147865,138.236099
910,さくらの木心臓血管外科クリニック,上越市北城町4-4-20,37.118519,138.255844
911,菅谷ウイメンズクリニック,上越市新光町3-6-16,37.154804,138.241150
912,わか皮ふ科クリニック,妙高市とよば4番地,37.025269,138.253342
913,吉川眼科,上越市吉川区下町1162-1,37.222401,138.408310
914,さくらい整形外科医院,上越市栗原2-3-5,37.147865,138.236099
915,特別養護老人ホーム三和愛宕の園北棟医務室,上越市三和区井ﾉ口1718-4,37.124866,138.351135
916,上越市役所前 やまもとクリニック,上越市木田1-3-31,37.147175,138.239487
917,長谷川医院,上越市国府4-3-14,37.161213,138.228668
918,飯内科クリニック,上越市大字飯2521-1,37.126102,138.233002
919,たにし整形外科クリニック,上越市下門前2275番地,37.155373,138.255066
920,飯酒盃医院,上越市西本町4丁目4-12,37.173206,138.239563
921,みながわ内科・糖尿病クリニック,上越市上源入641-1 ｴｽﾍﾟﾗﾝｻ1F,37.159805,138.259583
922,アグリホームクリニックじょうえつ,妙高市三和区宮崎新田131-1,37.005749,138.227188
923,つちや耳鼻咽喉科,上越市下源入585番1,37.164379,138.257980
924,清華ファミリークリニック 塚田医院,上越市柳井田町2丁目8番16号,37.147865,138.236099
925,特別養護老人ホーム みねの園診療所,上越市清里区岡野町1618番地,37.086597,138.329483
926,上越インター前たけいクリニック,上越市上源入634番地3,37.159805,138.259583
927,上越妙高駅前みやざわクリニック,上越市大和5-20-16,37.078575,138.247269
928,新潟太陽誘電健診センター,上越市頸城区上吉197番地8,37.183002,138.286575
929,稲田うえき整形外科クリニック,上越市稲田3丁目6番10号,37.120876,138.267929
930,山田クリニック,糸魚川市頸城区舟津19番地1,37.039131,137.862701
931,じょうえつ形成外科クリニック,糸魚川市大字富岡1920番地2,37.039131,137.862701
932,糸魚川保健所,糸魚川市南押上1-15-1,37.044964,137.879791
933,なかむらこどもクリニック,糸魚川市横町2-3-6,37.043850,137.852798
934,特別養護老人ホームみやまの里,糸魚川市大野129,37.027466,137.863159
935,小滝診療所,糸魚川市小滝5231,36.899448,137.764572
936,医療法人社団 安藤医院,糸魚川市寺町1-6-15,37.046356,137.864182
937,医療法人社団 原田医院,糸魚川市横町3-2-3,37.042435,137.854523
938,糸魚川保健センター,糸魚川市南寺町1-1-7,37.044121,137.865463
939,医療法人社団 喜修会石田眼科糸魚川クリニック,糸魚川市横町5-6-52,37.042500,137.847504
940,医療法人社団 長明会しまだ医院,糸魚川市西谷内53-5,37.041916,137.921585
941,根知診療所,糸魚川市和泉356,36.955845,137.889969
942,医療法人社団 ひまわり内科,糸魚川市東寺町1-4-6,37.044380,137.871475
943,特別養護老人ホームクレイドルやけやま診療所,糸魚川市梶屋敷915,37.049774,137.915298
944,障害者支援施設メモリアルホームみずほ診療所,糸魚川市水保1728,37.016075,137.891052
945,すずき医院,糸魚川市南押上3-4-37,37.044827,137.880096
946,梅田クリニック,糸魚川市一の宮1-1-39,37.040314,137.862961
947,能生国民健康保険診療所,糸魚川市大沢401-2,37.081245,138.028122
948,特別養護老人ホームおおさわの里診療所,糸魚川市大沢313-1,37.081245,138.028122
949,医療法人社団 真部外科医院,糸魚川市能生6905,37.103935,137.989746
950,医療法人社団 山本医院,糸魚川市寺地232-1,37.025150,137.800171
951,デンカ株式会社青海工場医務室,糸魚川市青海2209,37.001633,137.782898
952,特別養護老人ホームふくがくちの里診療所,糸魚川市寺地3074,37.020161,137.807877
953,医療法人高田西城会糸魚川診療所,糸魚川市南寺町1丁目1番6号,37.044090,137.865356
954,医療法人社団 ひめかわひめかわ美野クリニック,糸魚川市南寺町2丁目10番30号,37.041901,137.867722
955,さいとう内科クリニック,糸魚川市上刈4-8-5,37.034447,137.856995
956,瀬尾記念 谷ハートクリニック,糸魚川市大町2-6-8,37.045422,137.861633
957,わかば内科クリニック,糸魚川市平牛2124,37.034317,137.883560
958,医療法人社団 恵祐会糸魚川こどもクリニック,糸魚川市南押上1-16-3,37.044804,137.877533
959,糸魚川市巡回診療所,糸魚川市一の宮1-2-5,37.038910,137.862366
960,アグリホームクリニックいといがわ,佐渡市本町12-31,38.018604,138.368011
961,至誠会クリニック,佐渡市寺地3018,37.994423,138.392746
962,りょうつ眼科医院,佐渡市両津夷3-1 夷本町ﾊｷﾞﾀﾋﾞﾙ1F,38.083961,138.434326
963,三國医院,佐渡市両津湊343-4,38.075001,138.442841
964,新潟県佐渡保健所,佐渡市相川二町目浜町20-1,38.030594,138.240646
965,高千診療所,佐渡市北川内1051,38.168308,138.322098
966,大浦の里診療所,佐渡市相川大浦533-2,38.015629,138.226959
967,近藤内科胃腸科,佐渡市東大通876,38.005299,138.332123
968,やはたの里・はまなすの家診療所,佐渡市八幡340,37.990631,138.339218
969,浅島医院,佐渡市千種丙218-7,38.025471,138.366089
970,田尻内科医院,佐渡市中興1115-1,38.013237,138.356491
971,障害者支援施設 岩の平園診療所,佐渡市上新穂1256,37.994034,138.475784
972,障害者支援施設 第二岩の平園診療所,佐渡市上新穂1256,37.994034,138.475784
973,医療法人社団大崎医院,佐渡市畑野754,37.988770,138.398575
974,特別養護老人ホーム真野の里診療所,佐渡市真野新町624番地2,37.964691,138.348358
975,まきやま内科クリニック,佐渡市長石192番地5,37.973122,138.346802
976,特別養護老人ホーム「はもちの里」診療所（医務室）,佐渡市羽茂本郷25,37.858578,138.351639
977,佐渡市巡回診療所,佐渡市千種232,38.017376,138.368988
978,佐渡市松ヶ崎診療所,佐渡市多田262-10,37.911297,138.478210
979,佐渡市赤泊診療所,佐渡市赤泊2206番地3,37.878563,138.390518
980,佐渡市養護老人ホーム待鶴荘医務室,佐渡市栗野江1826,37.998383,138.403641
981,佐渡市軽費老人ホームときわ荘医務室,佐渡市栗野江1822,37.998383,138.403641
982,さかた整形外科医院,佐渡市泉1350,38.061474,138.330963
983,特別養護老人ホームスマイル赤泊医務室,佐渡市徳和6207-2,37.886597,138.411850
984,本田クリニック,佐渡市東大通1232-1,38.003716,138.330978
985,汐彩クリニック,佐渡市窪田20番地1,38.009789,138.302383
986,特別養護老人ホーム「新穂愛宕の里」医務室,佐渡市新穂瓜生屋339番地2,38.013241,138.445450
987,一般社団法人新潟県労働衛生医学協会附属佐渡検査ｾﾝﾀｰ,佐渡市真野536,37.946426,138.363602
988,山井眼科クリニック,佐渡市石田96,38.010693,138.322983
989,巣立っ子（たちっこ）診療所,佐渡市松ヶ崎918-5,37.920456,138.483154
990,医療法人社団たなか内科医院,佐渡市下新穂83番地2,38.016228,138.395813
991,地域密着型特別養護老人ホーム金泉ふれあいの杜医務室,佐渡市北狄1500-2,38.087135,138.277603
992,ケアセンターうしろやま医務室,佐渡市宮川1062番地,37.987499,138.380432
993,岩田内科医院,佐渡市羽茂本郷556-1,37.858578,138.351639
994,さど眼科,佐渡市千種113番地13,38.019478,138.364899
995,南佐渡地域医療センター,佐渡市羽茂本郷22,37.858578,138.351639
996,佐渡市小木診療所,佐渡市小木町1949番地4,37.819813,138.269623
997,佐渡市立相川診療所,佐渡市相川広間町7番地,38.035870,138.241211
998,さどクリニック,新潟市中央区河原田諏訪町207-1,37.922520,139.043152
999,特別養護老人ホーム朱鷺いろの杜梅津医務室,新潟市中央区梅津2317番地1,37.922520,139.043152
1000,ＡＲＴクリニック白山,新潟市東区白山浦2丁目20番1号,37.936180,139.107559
1001,ＣＬＩＮＩＣ Ｒ 西堀,新潟市東区西堀前通3番町719番地1,37.902359,139.118713
1002,ｅ－メディカル整形外科,新潟市東区中山6丁目3番35号,37.912334,139.081238
1003,ＨＡＬクリニック,新潟市南区中山6丁目13番43号,37.775112,139.050873
1004,ＪＦＥ精密株式会社診療所,新潟市秋葉区鴎島町6番5号,37.788528,139.114609
1005,ＫＯＹＡＮＡＧＩ真柄ＣＬＩＮＩＣ,新潟市中央区鷲ﾉ木新田5724-1,37.922520,139.043152
1006,アグリホームクリニックにいがた,新潟市中央区新津本町1丁目2-30,37.901592,139.020996
1007,ＲＩＫＡ皮膚科・形成外科クリニック,新潟市中央区女池上山2丁目8番28号,37.892078,139.028885
1008,TCB 東京中央美容外科・TCBスキンクリニック新潟院,新潟市中央区花園1丁目2番2号 ｺｰﾌﾟｼﾃｨ花園ｶﾞﾚｯｿ2階,37.913258,139.061905
1009,ＴＯＭＯ内科ＣＬＩＮＩＣ,新潟市秋葉区西大畑町601番地41寄居ﾏﾝｼｮﾝ301号室,37.803864,139.134308
1010,あおぞら眼科,新潟市秋葉区女池上山2丁目14番地22号,37.788528,139.114609
1011,あおぞら新津整形外科,新潟市秋葉区程島1878-2,37.784267,139.101334
1012,あがうら診療所,新潟市東区東金沢1459番地5,37.933327,139.075165
1013,あきはクリニック,新潟市西区新津5149番地11,37.846748,138.913452
1014,あきば眼科クリニック,新潟市中央区秋葉1丁目6番46号,37.922520,139.043152
1015,あさがおクリニック,新潟市中央区坂井952-3,37.922520,139.043152
1016,あじさい耳鼻科・アレルギー科クリニック,新潟市中央区東万代町9番38号,37.917324,139.062622
1017,あずみクリニック,新潟市北区鳥屋野2丁目5番23号,37.928699,139.203247
1018,あべ内科クリニック,新潟市東区小張木2丁目13番30号,37.942551,139.089264
1019,あらい眼科,新潟市中央区葛塚4371,37.922520,139.043152
1020,いがらし内科医院,新潟市北区宝町1番12号,37.913540,139.221603
1021,いしおか耳鼻咽喉科クリニック,新潟市北区天神尾1丁目16番9号,37.913540,139.221603
1022,いしざか整形外科クリニック,新潟市西区嘉山2196番地2,37.874226,138.971970
1023,いぬかい耳鼻科クリニック,新潟市江南区石動1丁目16番8号,37.867638,139.094009
1024,医療法人社団映仁会新潟青山アイクリニック,新潟市中央区青山2丁目5番1号ｲｵﾝ新潟青山店2F,37.922520,139.043152
1025,医療法人社団広域白報会かめだ在宅診療所,新潟市西蒲区諏訪1丁目2番7号,37.760490,138.889282
1026,医療法人社団上伸会東京上野クリニック新潟医院,新潟市江南区花園1丁目3番2号 IMAﾋﾞﾙⅡ6階,37.839237,139.062088
1027,いわむろ透析クリニック,新潟市秋葉区橋本1013番地1,37.788528,139.114609
1028,うえの内科・外科クリニック,新潟市東区鐘木579番地2,37.924778,139.092606
1029,うさみ内科クリニック,新潟市中央区美幸町2丁目3番20号,37.883404,139.078735
1030,えきまえクリニック内科はやし医院,新潟市中央区中島2丁目1番46号,37.925709,139.041519
1031,ＥＭＭＡＣＬＩＮＩＣ,新潟市中央区万代1丁目3-10 万代Jﾋﾞﾙﾃﾞｨﾝｸﾞ5階,37.915562,139.056366
1032,エミナルクリニック新潟院,新潟市中央区万代1丁目1-26 万代ﾋﾞﾙ3F3階･4階,37.916782,139.057480
1033,エンゼルマザークリニック,新潟市東区出来島1丁目5番15号,37.924778,139.092606
1034,近江わたなべクリニック,新潟市西蒲区近江3丁目5番5号,37.760490,138.889282
1035,おおかわクリニック,新潟市中央区竹尾2丁目19番5号,37.922520,139.043152
1036,おおくら耳鼻科,新潟市北区巻甲4650番地1,37.913540,139.221603
1037,おおつかこどもクリニック,新潟市江南区近江3丁目1番45号,37.867638,139.094009
1038,おおつか内科クリニック,新潟市南区内島見2514番地1,37.765800,139.019165
1039,おおむら内科クリニック,新潟市中央区亀田四ﾂ興野2丁目6番27号,37.880913,139.080048
1040,おおや整形外科医院,新潟市中央区能登2丁目10番4号,37.922520,139.043152
1041,おがた医院,新潟市西区堀割町3番3号,37.874226,138.971970
1042,おかむら内科下町クリニック,新潟市中央区田町1丁目3239-1,37.931789,139.052765
1043,おぐま整形外科クリニック,新潟市中央区小新5丁目8番9号,37.885746,139.048141
1044,おくむら整形外科医院,新潟市中央区米山5丁目9番12号,37.904579,139.056427
1045,桶谷耳鼻科クリニック,新潟市中央区古町通10番町1711番地3,37.927635,139.046326
1046,おのクリニック,新潟市東区笹口3番21号,37.924778,139.092606
1047,おひさま・こどもクリニック,新潟市秋葉区女池上山2丁目14番30号,37.788528,139.114609
1048,介護老人福祉施設つしまの郷医務室,新潟市西区津島屋7丁目1番地1,37.874226,138.971970
1049,かえつクリニック,新潟市江南区新津東町3丁目4番28号,37.867638,139.094009
1050,かつうみ皮膚科医院,新潟市西区浦山3丁目3番4号,37.903759,139.002823
1051,かとう心療内科クリニック,新潟市東区亀田向陽1丁目3番35号,37.890804,139.099838
1052,かない泌尿器科クリニック,新潟市中央区鳥原206-8,37.889229,139.022903
1053,かねこ耳鼻科,新潟市江南区有楽1丁目8番2号,37.867638,139.094009
1054,かみところ女性クリニック,新潟市西区上所中1丁目12番14号,37.890743,138.970764
1055,かめだ泌尿器科クリニック,新潟市中央区亀田向陽3丁目2番29号,37.880913,139.080048
1056,カメリアクリニック,新潟市中央区真砂2丁目2番5号,37.922520,139.043152
1057,かわうちクリニック,新潟市中央区女池6丁目1番5号,37.893719,139.045197
1058,かわさきこどもクリニック,新潟市中央区女池4丁目19番10号,37.895386,139.037430
1059,かわちクリニック,新潟市中央区花園1丁目4番3号ｱﾊﾟｶﾞｰﾃﾞﾝﾌﾟﾚｲｽ新潟駅202号,37.913380,139.062759
1060,きくち内科医院,新潟市東区女池4丁目19番2号,37.924778,139.092606
1061,きしもと医院,新潟市江南区大島172番地65,37.896938,139.135223
1062,きど皮ふ科,新潟市東区牡丹山1丁目5番12号10,37.916706,139.089371
1063,木村皮ふ科クリニック,新潟市江南区亀田向陽3丁目15番18号,37.880943,139.108063
1064,きんとう整形外科クリニック,新潟市西区空港西1丁目19番5号,37.874226,138.971970
1065,くらしま内科クリニック,新潟市西区楚川甲180番地,37.874226,138.971970
1066,クララクリニック,新潟市西区青山7丁目3番20号3,37.899563,138.993820
1067,くろさき眼科,新潟市中央区山田590番地3,37.939110,139.057404
1068,くろさき心のクリニック,新潟市中央区山田645ｰ3,37.939110,139.057404
1069,くわな内科クリニック,新潟市江南区有明大橋町3丁目30番地,37.867638,139.094009
1070,けやき通りクリニック,新潟市西区米山1丁目9番30号,37.874226,138.971970
1071,こうなんｆａｍｉｌｙクリニック,新潟市西蒲区亀田大月2丁目4番38号1,37.760490,138.889282
1072,こどもクリニックかんとう,新潟市江南区山田392番地,37.886513,139.094345
1073,こどもの医院おおば,新潟市西区巻甲3260番地1,37.874226,138.971970
1074,こどもの森クリニック,新潟市中央区亀田向陽1丁目3番39号,37.880913,139.080048
1075,こども医院はしもと,新潟市中央区平島1丁目6番5号,37.922520,139.043152
1076,こなん内科クリニック,新潟市西区湖南29番地1,37.874226,138.971970
1077,こばやし内科クリニック,新潟市西区紫竹山6丁目2番26号,37.874226,138.971970
1078,こばり坂クリニック,新潟市中央区小針上山10番34号,37.885746,139.048141
1079,こばりファミリークリニック,新潟市北区小新大通2丁目1番25号,37.867287,139.177704
1080,こん整形外科クリニック,新潟市西区紫竹山2丁目4番30号,37.874226,138.971970
1081,さいとう眼科医院,新潟市西区嘉山2230番地7,37.874226,138.971970
1082,さかい内科クリニック,新潟市中央区小新5丁目8番3号,37.885746,139.048141
1083,さかうえ眼科医院,新潟市西蒲区坂井東2丁目1番31号,37.760490,138.889282
1084,さかつめ内科,新潟市中央区文京町27番30号,37.909100,139.008362
1085,さくらざわ眼科クリニック,新潟市秋葉区巻甲4085番地,37.788528,139.114609
1086,さくら皮膚科医院,新潟市江南区万代3丁目1番1号新潟日報ﾒﾃﾞｨｱｼｯﾌﾟ3F,37.867638,139.094009
1087,ささえ愛よろずクリニック,新潟市西区滝谷町4番20号,37.874226,138.971970
1088,ささがわ小児科クリニック,新潟市北区亀田四ﾂ興野2丁目5番14号,37.913540,139.221603
1089,ささがわ腎泌尿器科クリニック,新潟市中央区坂井1030番地1,37.922520,139.043152
1090,サトウクリニック新崎,新潟市江南区新崎1丁目17番17号,37.867638,139.094009
1091,シグナス形成外科美容外科クリニック,新潟市西区万代1丁目2番3号 ｺｰﾌﾟ野村万代214号,37.874226,138.971970
1092,さとう小児科医院,新潟市西区横越中央2丁目1番11号,37.874226,138.971970
1093,しおかぜ医院,新潟市中央区五十嵐東1丁目10番6号,37.922520,139.043152
1094,しげはら内科クリニック,新潟市中央区坂井東6丁目29番27号,37.922520,139.043152
1095,紫竹山つちだ眼科,新潟市西区紫竹山2丁目4番31号,37.874226,138.971970
1096,しむら皮膚科クリニック,新潟市中央区天神尾1丁目11番11号,37.909126,139.054596
1097,ショートステイことぶき医務室,新潟市西区鳥原新田406番地5,37.848991,139.004410
1098,しんメンタルクリニック,新潟市中央区米山5丁目9番11号,37.904488,139.056473
1099,すがはら消化器内科クリニック,新潟市北区内野西が丘3丁目24番20号,37.889561,139.231247
1100,すぎうら内科医院,新潟市西区上所中3丁目14-13 上所ﾒﾃﾞｨｶﾙｾﾝﾀｰ1F,37.890743,138.970764
1101,すこやか医院,新潟市南区須戸695番地1,37.765800,139.019165
1102,すずき産科婦人科クリニック,新潟市西区小針7丁目17番14号,37.880104,138.990540
1103,すずき醫院,新潟市中央区戸頭1370番地1,37.922520,139.043152
1104,すなやまクリニック,新潟市西区坂井砂山3丁目8番2号,37.870743,138.955185
1105,せきやクリニック,新潟市江南区有明大橋町7番3号1,37.867638,139.094009
1106,せき眼科医院,新潟市西蒲区小針1丁目30番1号,37.704735,138.970139
1107,それで医院,新潟市秋葉区大渕1544-15,37.800117,139.068665
1108,たかぎクリニック,新潟市中央区前田331-1,37.922520,139.043152
1109,たかはし耳鼻咽喉科,新潟市東区あおば通1丁目8番3号,37.924778,139.092606
1110,たかはし整形外科医院,新潟市中央区上所上2丁目13番14号,37.903629,139.032562
1111,たかはた医院,新潟市北区秋葉通2丁目3722番地104,37.913540,139.221603
1112,たきい耳鼻科クリニック,新潟市中央区関新1丁目8番24号,37.909355,139.020401
1113,たきざわクリニック松浜,新潟市西区松浜1丁目1番12号,37.887154,138.975845
1114,たけうち小児クリニック,新潟市江南区鐙2丁目14番32号,37.867638,139.094009
1115,たじま内科クリニック,新潟市中央区山田3399-1,37.939110,139.057404
1116,たなか整形外科,新潟市南区横越中央2丁目14番31号,37.765800,139.019165
1117,たむら眼科医院,新潟市中央区笹口3番17号ﾗｲﾌｺｱ笹口1F,37.911102,139.070648
1118,月潟内科クリニック,新潟市秋葉区月潟688番地3,37.788528,139.114609
1119,てらしま外科・内科クリニック,新潟市江南区万代3丁目1番1号新潟日報ﾒﾃﾞｨｱｼｯﾌﾟ3F,37.867638,139.094009
1120,どうやリハビリ整形外科,新潟市西区新津5149-15,37.846748,138.913452
1121,とがし医院,新潟市西区亀田四ﾂ興野1丁目1番5号,37.870163,138.982666
1122,とがし内科クリニック,新潟市中央区平島1丁目17番10号,37.922520,139.043152
1123,ときめきハートクリニック,新潟市西区ときめき西1丁目1番17号,37.873123,139.007843
1124,とくなが女性クリニック,新潟市中央区長潟837番地1,37.885834,139.071579
1125,特別養護老人ホームてらお愛宕の園医務室,新潟市東区寺尾東1丁目18番29号,37.914097,139.111160
1126,とやのメンタルクリニック,新潟市北区網川原2-10-28,37.913540,139.221603
1127,とやま整形外科クリニック,新潟市西区中木戸191-3,37.841511,138.911301
1128,豊栄こころのクリニック,新潟市東区石動1丁目17番地,37.918995,139.128265
1129,ナーシングメディカルクリニック,新潟市中央区青山1丁目7-27,37.922520,139.043152
1130,ないとう泌尿器科クリニック,新潟市西区秋葉1丁目6-47,37.874226,138.971970
1131,ながたクリニック,新潟市東区長潟1205番地4,37.935158,139.074570
1132,なかの脳神経内科クリニック,新潟市中央区寺尾朝日通16番31号,37.932407,139.051697
